Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Mujer,37,Provincia de Buenos Aires,12,11,11,0,Universitario,Completado,Ingeniería de Sistemas,Universidad Nacional den Centro de la Provincia de Buenos Aires,"Sí, de forma particular",No,Sí,Developer,"Docker, Linux","HTML, Javascript, PHP, SQL",,PostgreSQL,,"NetBeans, Notepad++",Linux,iOS,No,0,Porcentaje de mi sueldo,Full-Time,46055.41,35149.7,2,2,No,No recibo bono,Uno,15,7,Jamás,Heterosexual,,,Tandil ecommerce,2001-5000,Otras industrias,7,10,2,"Comidas pagas/subvencionadas, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,28,Provincia de Buenos Aires,5,1,5,0,Terciario,Completado,Tecnicatura en programación,UTN,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL",.NET Core,"ElasticSearch, MSSQL",,Visual Studio,Windows,Android,No,0,Neto,Full-Time,32000,26560,1,1,No,No recibo bono,Dos,15,11,Jamás,Heterosexual,,,,11-50,Producto basado en Software,4,10,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27,Provincia de Buenos Aires,3,0,0,0,Universitario,Completado,Ingenieria en Informática,UNNOBA,No,No,No,Developer,"Amazon Web Services, Docker, Linux","Bash/Shell, Javascript, Python, SQL",,PostgreSQL,,"PyCharm, Vim",Linux,Android,No,0,Neto,Full-Time,73000,61000,3,3,Un sueldo,Mix de las anteriores,Más de dos,50,10,Jamás,Heterosexual,,,,101-200,Producto basado en Software,9,10,-1,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,21,Provincia de Buenos Aires,1,0,0,0,Terciario,En curso,Analista en Sistemas,,"Sí, de forma particular",No,Sí,Developer,,"HTML, Java, Javascript","Angular, React.js, Spring",IBM Db2,,"Eclipse, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,18000,15000,1,1,Menos de un sueldo,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,,501-1000,Servicios / Consultoría de Software / Digital,3,8,30,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,35,Provincia de Buenos Aires,12,7,7,4,Universitario,Incompleto,Ingenieria en Sistemas,Universidad Nacional del Centro de la Provincia de Buenos Aires,"Sí, de forma particular",Sí,Sí,Architect,"Amazon Web Services, Docker, Kubernetes, Linux, Vagrant (VirtualBox)","CSS, HTML, Javascript, PHP, Python, Ruby","Laravel, Vue.js","Amazon RDS/Aurora, MariaDB, MySQL, Redis, SQLite",Codeception,Vim,Linux,Android,No,0,Bruto,Freelance,75000,75000,4,4,No,No recibo bono,No,0,4,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,10,10,-1,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Mujer,33,Provincia de Buenos Aires,10,2,2,0,Posgrado,Completado,Diseñadora en Comunicación Visual,UNLP,"Sí, de forma particular",Sí,No,Designer,Linux,"CSS, HTML, Javascript, PHP","Angular, WordPress","MySQL, Oracle",,,Mac OS X,iOS,No,0,Bruto,Part-Time,14500,14500,1,1,Menos de un sueldo,es municipal,Uno,15,8,Jamás,Heterosexual,Visual,No,,11-50,Servicios / Consultoría de Software / Digital,5,2,15,Horarios flexibles
Hombre,26,Provincia de Buenos Aires,2,2,2,0,Universitario,En curso,Licenciatura en Sistemas,UNLP,No,Sí,Sí,Developer,Linux,"CSS, HTML, Java, Javascript, TypeScript",Spring,Adabas D 13,,Eclipse,Linux,Android,No,0,Porcentaje de mi sueldo,Part-Time,41000,37000,2,3,No,No recibo bono,Uno,40,12,Jamás,Heterosexual,,,,11-50,Producto basado en Software,6,5,1,Horarios flexibles
Hombre,26,Provincia de Buenos Aires,11,0,0,0,Terciario,Incompleto,Tec. Superior Análisis de Sistemas,ISFT 151 Mar del Plata,"Sí, de forma particular",Sí,Sí,Developer,Linux,"CSS, HTML, Javascript","Angular, Node.js, React.js",,,VS Code OSS,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,55000,44000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,51-100,Producto basado en Software,6,6,-1,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,38,Provincia de Buenos Aires,14,10,8,0,Universitario,Completado,Ingenieria de sistemas,Unicen,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Docker, Linux","Bash/Shell, PHP, SQL",,"ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL",,Notepad++,Linux,Android,"Sí, activa",2000,Porcentaje de mi sueldo,Full-Time,47000,44000,2,2,No,No recibo bono,Dos,37,11,En un trabajo anterior,Heterosexual,Visual,No,2,11-50,Servicios / Consultoría de Software / Digital,6,1,2,"Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27,Provincia de Buenos Aires,1,0,0,0,Universitario,En curso,Diseño en comunicacion visual (DCV),Unlp,"Sí, de forma particular",No,Sí,UX,,,,,,,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,36000,29900,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,"La plata jsday, meetup ux lp",11-50,Servicios / Consultoría de Software / Digital,9,8,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,26,Provincia de Buenos Aires,1,0,0,0,Universitario,En curso,lic. en sistemas de informacion,Universidad Nacional de Lujan,"Sí, de forma particular",No,No,Developer,,"HTML, Javascript, PHP",Laravel,MySQL,,Atom,Windows,Android,No,0,Bruto,Freelance,16000,16000,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,Escuela de verano de RIO CUARTO,1-10,Servicios / Consultoría de Software / Digital,3,8,-1,Ninguna de las anteriores
Hombre,33,Provincia de Buenos Aires,5,3,4,0,Universitario,En curso,Ingenieria de Sistemas,UNICEN,"Sí, de forma particular",No,Sí,DevOps,"Amazon Web Services, Docker, Kubernetes, Linux","Java, PHP, Python, SQL",Spring,"Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, Neo4j, SQLite",,"Android Studio, Atom, Eclipse, Nano, NetBeans, Notepad++, PHPStorm, Sublime Text, Vi, Vim, Zend",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,55000,41000,3,3,No,No recibo bono,Dos,20,7,Jamás,Heterosexual,,,,5001-10000,Servicios / Consultoría de Software / Digital,8,8,3,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,31,Provincia de Buenos Aires,6,2,2,0,Terciario,Completado,Técnico Superior en Programación,UTN,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Linux","Javascript, PHP, SQL","Laravel, Vue.js","ElasticSearch, MySQL, Redis",,"Sublime Text, Vim",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,68805,54282.24,3,4,No,No recibo bono,Más de dos,50,10,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,10,9,3,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34,Provincia de Buenos Aires,12,1,9,3,Universitario,Completado,Lic en informatica,UADE,No,Sí,Sí,Developer,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Heroku, Kubernetes, Linux","Java, Javascript",,,,,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,85000,70,2,2,3+ sueldos,"Performance personal, grupal, y compañía",Dos,40,10,Jamás,Heterosexual,,No,,201-500,Otras industrias,5,5,1,"Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,37,Provincia de Buenos Aires,12,3,3,0,Universitario,Completado,diseño en comunicación visual,UNLP,"Sí, de forma particular",No,No,UX,,"CSS, HTML, PHP","Drupal, WordPress",MySQL,,,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Freelance,14400,13990,1,1,No,No recibo bono,No,0,0,Jamás,,,,,51-100,Servicios / Consultoría de Software / Digital,6,6,4,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34,Provincia de Buenos Aires,7,0,7,0,Universitario,Completado,Ingenieria en sistemas de computacion,Universidad Nacional del Sur,No,Sí,Sí,Developer,Linux,"Javascript, Perl, PHP",,PostgreSQL,,PHPStorm,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,40000,35000,4,4,De uno a tres sueldos,"Bono mensual fijo, bono anual por performance individual",Más de dos,40,12,Jamás,Heterosexual,,,Global Game Jam 2018,11-50,Otras industrias,10,8,2,"Abono de celular y/o Internet, Descuentos en gimnasios"
Hombre,37,Provincia de Buenos Aires,12,8,5,8,Posgrado,Incompleto,Ing Comunicaciones,UADE,"Sí, los pagó un empleador",No,Sí,Networking,"Docker, Linux","CSS, HTML, Javascript, PHP, Python, SQL",,,,"Atom, Nano, Sublime Text, Vi, Visual Studio",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,96000,70,2,3,De uno a tres sueldos,Performance de la compañía,Dos,20,12,Jamás,Heterosexual,,,,10001+,Servicios / Consultoría de Software / Digital,7,9,6,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes"
Hombre,30,Provincia de Buenos Aires,3,1,1,0,Universitario,En curso,Ingenieria en sistemas,UNICEN,No,Sí,Sí,Developer,"Amazon Web Services, Linux, NOW",Javascript,"Node.js, React.js","MongoDB, Redis",,Visual Studio,Linux,Android,No,0,Bruto,Remoto (empresa de otro país),180000,150000,3,3,Un sueldo,Performance de la compañía,No,0,0,En un trabajo anterior,Heterosexual,,,"ETH Buenos Aires, DevCon4 y varios en Praga durante esas semanas",11-50,Producto basado en Software,10,10,-1,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,32,Provincia de Buenos Aires,15,2,2,1,Universitario,En curso,Ingeniería Informática,Siglo21,No,No,Sí,Developer,Windows Server,"Javascript, SQL, VB6 - VB",React.js,MSSQL,,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,61205,50800,3,2,Menos de un sueldo,decreto,Dos,15,11,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,3,10,1,almuerzo pago los viernes
Hombre,30,Provincia de Buenos Aires,8,0,0,0,Universitario,Completado,Licenciatura en sistemas ,CAECE,No,No,No,Developer,"Docker, Linux",Javascript,"Node.js, React.js",MongoDB,Selenium,Atom,Linux,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),172800,102000,4,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,Visual,No,Ninguno,51-100,Servicios / Consultoría de Software / Digital,10,10,-1,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,28,Provincia de Buenos Aires,5,5,5,0,Universitario,Completado,Licenciatura en Informatica,UNLP,No,No,Sí,Developer,Windows Server,".NET, C#, CSS, HTML, Javascript, TypeScript",".NET Core, Angular, Cordova","MSSQL, SQLite",,"Sublime Text, Visual Studio",Windows,Android,No,0,Neto,Freelance,19000,18000,1,1,Un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,Visual,No,,1-10,Producto basado en Software,1,9,-1,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,25,Provincia de Buenos Aires,4,2,3,0,Universitario,En curso,Licenciatura en gestión ti,UADE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,HelpDesk,"Windows Server, JDE","PHP, SQL",,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",,"Atom, Notepad++, PyCharm",Windows,Android,"Sí, pasiva",0,Neto,Full-Time,39700,32300,3,2,No,No recibo bono,Más de dos,36,12,En mi trabajo actual,Heterosexual,,No,,2001-5000,Otras industrias,7,3,20,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,28,Provincia de Buenos Aires,8,5,5,0,Terciario,En curso,Tecnico superior en redes,Teclab-Siglo 21,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,Sysadmin /networking / L2,"*BSD, Docker, Linux, VMWare, Windows Server, Proxmox",SQL,,"ElasticSearch, MariaDB, MSSQL, MySQL, SQLite",,,Windows,Android,"Sí, activa",1000,Neto,Full-Time,45000,35000,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,51-100,Producto basado en Software,2,5,2,"Horarios flexibles, Viáticos"
Hombre,30,Provincia de Buenos Aires,8,1,1,8,Terciario,Completado,Tecnicatura Superior en Sistemas Informaticos,Universidad Tecnologica Nacional,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker","Java, TypeScript","Angular, Spring",PostgreSQL,,"Eclipse, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,41500,34000,3,2,Un sueldo,Performance individual,Dos,12,12,Jamás,Heterosexual,,,,2001-5000,Producto basado en Software,8,8,2,"Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Viáticos"
Hombre,28,Provincia de Buenos Aires,0,0,0,0,Universitario,En curso,licenciatura en informática,UNO,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,,"HTML, Javascript, SQL, TypeScript",Angular,"MongoDB, MySQL",,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,12600,11250,2,2,No,No recibo bono,Uno,5,10,Jamás,Heterosexual,,,,11-50,Otras industrias,6,8,3,Ninguna de las anteriores
Hombre,22,Provincia de Buenos Aires,4,1,1,0,Universitario,En curso,Licenciatura en sistemas,UNNOBA,"Sí, los pagó un empleador",No,Sí,Networking,"Azure, Linux, Windows Server, Fortinet",Bash/Shell,,,,"Nano, Sublime Text, Vi, Vim",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,15285,15572,2,3,No,No recibo bono,Más de dos,29,12,Jamás,Heterosexual,,,"Nerdear.la, infosec",501-1000,Otras industrias,10,10,15,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,37,Provincia de Buenos Aires,9,0,5,0,Universitario,Incompleto,Lic Cs Computación,UNS,No,No,No,Developer,,".NET, C#, HTML, Javascript, SQL",,Oracle,,Visual Studio,Windows,Android,No,0,Neto,Full-Time,50000,41000,3,2,No,No recibo bono,Uno,27,11,Jamás,Heterosexual,,No,,201-500,Servicios / Consultoría de Software / Digital,5,4,-1,"Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24,Provincia de Buenos Aires,2,0,0,0,Universitario,En curso,ingenieria en sistemas de informacion,UTN FRLP,"Sí, de forma particular",No,Sí,Developer,Amazon Web Services,"CSS, HTML, Javascript, PHP, SQL","Node.js, WordPress, VUE JS",MySQL,,"Visual Studio, VS CODE",Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,28000,23000,1,2,Un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,,,,10001+,Servicios / Consultoría de Software / Digital,7,10,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,29,Provincia de Buenos Aires,7,1,1,2,Universitario,En curso,Ingenería en Sistemas,UTN,"Sí, de forma particular",Sí,Sí,Developer,Amazon Web Services,"CSS, Groovy, HTML, Java, Javascript, SQL, TypeScript","Angular, Cordova, Node.js, Spring","ElasticSearch, MongoDB, Oracle, SQLite",,"Android Studio, Eclipse, IntelliJ, Notepad++, Visual Studio, Xcode",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,43200,37800,3,2,Menos de un sueldo,Bono sindical por Convenio Colectivo,Dos,30,9,En un trabajo anterior,Heterosexual,,No,,5001-10000,Otras industrias,8,5,3,Ninguna de las anteriores
Hombre,35,Provincia de Buenos Aires,8,3,2,3,Universitario,Completado,Lic. en sistemas,FASTA,"Sí, de forma particular",No,No,Manager / Director,"Heroku, Linux, VMWare, Windows Server",".NET, C#, HTML, Javascript, PHP, SQL",.NET Core,"MariaDB, MSSQL, MySQL, Oracle",,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,25000,28000,2,3,No,No recibo bono,Uno,20,12,Jamás,Heterosexual,Visual,No,Networking,201-500,Producto basado en Software,6,7,3,Abono de celular y/o Internet
Hombre,26,Provincia de Buenos Aires,4,4,4,0,Universitario,Incompleto,Ingeniería en sistemas de computación,Universidad Nacional del Sur,No,No,No,HelpDesk,Windows Server,,,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,22000,19560,2,1,No,No recibo bono,Dos,40,11,En mi trabajo actual,Heterosexual,,,,11-50,Producto basado en Software,4,5,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,47,Provincia de Buenos Aires,2,1,1,0,Universitario,Completado,Analista Programador Universitario,Universidad Nacional de La Plata,"Sí, de forma particular",Sí,Sí,Developer,Azure,C#,".NET Core, Angular, WordPress","MongoDB, MySQL","Selenium, Visual Studio Coded UI",Visual Studio,Windows,Android,No,0,Bruto,Full-Time,27000,23000,2,2,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,No,,Ninguno,51-100,Otras industrias,6,3,2,Ningun beneficio
Hombre,40,Provincia de Buenos Aires,21,5,2,3,Universitario,En curso,Analista Programador Universitario,UNLP,No,No,Sí,Technical Leader,"Linux, Windows Server",".NET, C#, Javascript, TypeScript",".NET Core, Angular, Node.js, React.js","MSSQL, MySQL, Neo4j",,Visual Studio,Windows,Android,No,0,Bruto,Remoto (empresa de otro país),190000,180000,4,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,,1-10,Producto basado en Software,8,6,-1,WFH (Trabajar desde casa)
Hombre,24,Provincia de Buenos Aires,3,1,1,0,Universitario,En curso,Analista programador universitario,Universidad nacional de la plata (UNLP),"Sí, de forma particular",No,Sí,Designer,,"CSS, HTML, PHP",WordPress,MySQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,4000,4000,2,1,Un sueldo,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,,11-50,Otras industrias,10,10,5,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,32,Provincia de Buenos Aires,8,1,1,0,Universitario,Completado,Analista de Sistemas,UNICEN,"Sí, de forma particular",No,Sí,Developer,Azure,".NET, C#, CSS, HTML, Javascript",,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL",,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,65000,60000,4,4,No,No recibo bono,Más de dos,100,6,Jamás,Heterosexual,,,,11-50,Producto basado en Software,10,10,-1,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,57,Provincia de Buenos Aires,21,21,21,3,Universitario,Completado,analisis de sistemas,u n lujan,"Sí, los pagó un empleador",No,No,Manager / Director,"Linux, Windows Server","Bash/Shell, HTML, Javascript, PHP, Python, SQL",Angular,"MariaDB, MySQL, Oracle, PostgreSQL",,"IPython / Jupyter, Notepad++",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,49000,36000,2,2,No,No recibo bono,Más de dos,28,12,Jamás,Heterosexual,,,,1001-2000,Otras industrias,4,4,3,Ninguna de las anteriores
Hombre,26,Provincia de Buenos Aires,0,0,0,0,Universitario,Completado,Ingenieria de sistemas,UNICEN,"Sí, de forma particular",No,Sí,QA / Tester,,"Java, Javascript",,,Selenium,"Android Studio, IntelliJ, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,24000,19920,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,101-200,Producto basado en Software,6,8,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom"
Mujer,38,Provincia de Buenos Aires,15,5,2,0,Universitario,Completado,Ingeniería en Informática,Universidad de Buenos Aires,"Sí, de forma particular",No,No,Architect,"Amazon Web Services, Docker, Linux",Java,Spring,PostgreSQL,,IntelliJ,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,88000,60000,1,1,No,No recibo bono,Uno,34,6,En mi trabajo actual,Heterosexual,,No,,1001-2000,Producto basado en Software,1,1,1,"Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,28,Provincia de Buenos Aires,4,3,3,0,Universitario,En curso,Licenciatura en Informática,Universidad Nacional de La Plata,No,No,No,Developer,"Amazon Web Services, Docker, Linux","Javascript, Ruby","Node.js, React.js","MongoDB, PostgreSQL",RSpec,Vim,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),40000,37000,2,1,No,No recibo bono,Dos,30,9,Jamás,Heterosexual,,No,,1-10,Servicios / Consultoría de Software / Digital,6,7,1,Ninguna de las anteriores
Hombre,30,Provincia de Buenos Aires,12,8,6,2,Terciario,En curso,Analista en Sistemas,ISFT 179 Carlos Pellegrini,"Sí, de forma particular",No,Sí,Developer,"Windows Server, Windows 10","CSS, HTML, Javascript, PHP, Python","Jquery, Ajax, Boostrap","MySQL, PostgreSQL",,"Notepad++, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,40,35,4,3,Un sueldo,Performance individual,Más de dos,20,12,Jamás,Heterosexual,NO,No,,501-1000,Otras industrias,10,9,40,"Abono de celular y/o Internet, Horarios flexibles, Licencia de paternidad/maternidad extendida"
Hombre,23,Provincia de Buenos Aires,5,0,0,0,Universitario,En curso,Licenciatura en Administarcion de Empresas,UNTREF,No,No,No,ADMINISTRATIVO,,,,,,,Windows,Android,No,0,Bruto,Full-Time,15000,13000,1,1,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,,,11-50,Otras industrias,1,1,4,Ninguna de las anteriores
Hombre,25,Provincia de Buenos Aires,3,2,1,0,Universitario,Incompleto,Lic. Sistemas,UNLP,"Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, TypeScript",".NET Core, Angular, Node.js, Spring","Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc)",,"Visual Studio, Visual Studio Code",Windows,Android,No,0,Bruto,Full-Time,30000,24000,1,1,Un sueldo,Performance individual,Dos,30,10,Jamás,Homosexual,,No,,10001+,Producto basado en Software,3,10,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, WFH (Trabajar desde casa)"
Hombre,31,Provincia de Buenos Aires,9,1,1,0,Universitario,Completado,Analista de Sistemas,La Plata,"Sí, los pagó un empleador",No,No,Developer,Linux,"Java, Javascript, SQL","Angular, Node.js, Spring","MongoDB, MySQL",,IntelliJ,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,68000,53000,3,2,Un sueldo,Performance de la compañía,Dos,28,12,Jamás,Heterosexual,,,,2001-5000,Producto basado en Software,9,6,1,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34,Provincia de Buenos Aires,10,8,8,0,Universitario,Incompleto,Ingenieria Comunicaciones,UADE,"Sí, de forma particular",No,No,Networking,Windows Server,SQL,.NET Core,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,51958,42607,2,1,No,No recibo bono,Más de dos,32,11,En mi trabajo actual,Heterosexual,,No,,11-50,Otras industrias,6,3,70,"Abono de celular y/o Internet, Viáticos"
Hombre,36,Provincia de Buenos Aires,8,3,3,0,Universitario,En curso,Ing sistemas,Utn frlp,No,No,Sí,Developer,VMWare,".NET, C++, Javascript, Python",".NET Core, Angular, Django","MSSQL, Oracle",Visual Studio Coded UI,"Eclipse, NetBeans, Visual Studio",Windows,iOS,No,0,Bruto,Full-Time,24000,21000,1,1,No,No recibo bono,Uno,9,9,,,,,,51-100,Servicios / Consultoría de Software / Digital,6,6,15,"Comidas pagas/subvencionadas, Playroom"
